ID,CLIENTE_ID,PACOTE_ID,DATA_COMPRA,DATA_IDA,DATA_VOLTA,VALOR_PAGO,DESCONTO,VALOR_TOTAL,STRIPE_CHARGE_ID,RESERVA_HOTEL,ETICKET_VOO_IDA,ASSENTO_VOO_IDA,ETICKET_VOO_VOLTA,ASSENTO_VOO_VOLTA,EMBARQUE_VOO_IDA,EMBARQUE_VOO_VOLTA,RESERVA_VEICULO
a0ce2464-44c6-44c4-a7c0-a01c582c684d,d00b0312-e73c-4625-870d-fd9263dc7d00,35ec6833-53be-4f36-9b69-cbd4bd87a6d3,2024-07-16,2024-08-08,2024-08-16,3978.7398,0.15,3381.9288,ch_f61d78e53a434635b70c7c68,RHa4239867,ETI40a0420b95,25-A,ETV79742b370a,39-F,2024-10-20 00:00:00,2025-01-26 00:00:00,RV36174b75
b98f620b-ce45-42af-89cd-718541efb5e6,63679876-cb21-4c41-af84-69fde81a43fb,698327aa-758b-41ab-978d-4b7b96b9f945,2026-07-29,2026-09-07,2026-09-15,607.8365,0.18,498.4259,ch_5ef8ba7194dd4dbd98d6ec59,RHddbdb613,ETI5199b34058,39-E,ETVedb6f14bc2,17-F,2027-01-13 00:00:00,2027-05-24 00:00:00,RV16e19a5b
1c954aea-3066-4eef-95a9-e6b05bac9400,9c33a2f5-bd6f-442d-be44-48ccd5dfe2c2,f5cb496d-31b3-4a47-896e-1bf7abb23e35,2026-05-19,2027-01-07,2027-01-15,1329.7978,0.22,1037.2423,ch_6d32e090c6334ddabece703f,RH7121a2d2,ETI40409e01be,17-B,ETV295e049b12,25-A,2026-11-28 00:00:00,2026-07-18 00:00:00,RV81f68129
8df7bad0-f56b-4961-92eb-29a27d39d9c0,d497c567-71ad-4348-9be2-39f8c1b7d04e,dd619b56-768c-4fe6-a29e-0491a6a2d0a4,2024-05-06,2024-05-20,2024-05-27,421.6216,0.2,337.2973,ch_6b6533ab91e34236acd60875,RHfc13baf5,ETI7609fa31da,40-F,ETVde4d597a6d,1-C,2025-01-04 00:00:00,2025-06-25 00:00:00,RV39d1807a
9f365748-8e94-4fca-9003-4018bd294379,703f04fb-fe83-4b78-a89c-d0faddbc563b,c8f955d0-f876-4097-a285-2fa70eaf0ea6,2025-07-21,2026-08-07,2026-08-20,3127.3785,0.05,2971.0096,ch_54a80ef693dd4cdeb287cfdf,RH717c5339,ETId506759c34,4-E,ETV4444f5ea87,26-C,2025-08-14 00:00:00,2026-06-28 00:00:00,RVbe0e97bd
ff27920c-5d4b-43a3-89ba-e9819c79965e,059a3b3c-431b-4acc-824c-49081b26a6e1,8716586a-0e48-4fb9-849e-eaca6ec9e14f,2025-06-12,2025-08-01,2025-08-04,2201.5937,0.05,2091.514,ch_cbba52547a9343f0bf67096c,RHcd1cceba,ETI48d99f3613,31-A,ETV8403430d8f,10-E,2026-05-08 00:00:00,2025-11-16 00:00:00,RV89cb849b
0358513b-52a8-4bb8-8aac-536878881921,71d145b3-ff4f-4cdb-bc31-5e93d827153b,e70e6ac9-ec92-4e85-aeab-968d7b2038dc,2024-02-07,2024-02-08,2024-02-16,2224.839,0.25,1668.6292,ch_329e639a7b8a4d58bd892717,RHd819f708,ETI04645b212d,10-B,ETV1df7722405,12-B,2025-01-09 00:00:00,2025-01-31 00:00:00,RVa82d0959
a5682120-8192-4124-87c8-69db995980a6,448f05d9-70d1-4f16-a6fe-182214ae8ae8,e3ce0671-dfb1-47e8-acfd-dde9fde113b8,2024-09-05,2025-07-22,2025-07-29,5689.9162,0.22,4438.1346,ch_b9569fc91e0f484b82a15816,RHfbc1f193,ETIfa617da60a,26-A,ETV77fcecfc6a,15-B,2025-08-06 00:00:00,2025-02-07 00:00:00,RV8e92af10
5a361389-0b2d-4aad-8d95-6f454191b679,f3e99f88-2d9e-4286-add3-c31199e18e9c,ea71de15-bd21-49bd-bf06-7ea8010a9ded,2024-12-02,2025-02-28,2025-03-05,2306.8684,0.1,2076.1816,ch_786fe53fd8e24fa4b1ad0c09,RH72b7441c,ETI7a6c4b962c,27-D,ETV2455860610,24-E,2025-02-20 00:00:00,2025-06-28 00:00:00,RV4d0db947
54b2fd4e-7ddb-43a6-a595-0ea5e7e1afa3,839bf416-2930-4cab-8ebf-2a9a81055602,c534d96d-4194-44e0-83da-1dd98970ba8c,2025-08-01,2026-08-31,2026-09-02,1224.2029,0.3,856.942,ch_5cd214922d3a491c94067aaf,RH9ec9d821,ETIc66079add0,1-F,ETVbcdf6e184d,25-F,2025-11-07 00:00:00,2025-10-27 00:00:00,RVf30bd1b4
e07f9088-4d6f-4f49-81b1-351f26f5d293,4d9e930c-8942-41b2-9645-f85210712ebd,9cb4a09e-d10d-4467-ba57-5a381ad277e8,2024-01-20,2024-02-02,2024-02-09,3207.5014,0,3207.5014,ch_26eb746d1074489faf2366a3,RH61ffed33,ETI1eeb797976,4-A,ETV3ba966705e,37-E,2024-04-14 00:00:00,2025-03-04 00:00:00,RV22a5d237
feb563aa-5f5e-4b33-b2c2-1449154d40ce,b5afe486-3f76-4ff5-8375-154bf9473698,28b18f7e-0ef9-4718-898d-4b23f4c7fbfb,2024-06-05,2025-05-16,2025-05-30,2465.2837,0,2465.2837,ch_ed780eeadc994547a1bf8f68,RH9cfd3683,ETIc9f4e15d02,27-D,ETV259e0852e2,37-F,2024-12-02 00:00:00,2025-06-15 00:00:00,RVada1d18e
f0d21590-de39-40a0-9708-14880ffaeb7d,3c745222-6cdd-4a89-be5e-72f5db2b238b,d98c5605-9f8b-4f33-856f-f81cb8bf2176,2024-09-10,2024-11-20,2024-11-27,3208.439,0.25,2406.3292,ch_22fe48ae2a444d4193c39b92,RHd5136d4f,ETI18b846019e,26-A,ETV56824852be,9-D,2025-07-06 00:00:00,2025-08-24 00:00:00,RVfa039a20
2f779ea8-21b3-407c-af33-68efc45172d5,9952d700-0118-4a17-aed1-b97b7effb2e6,26cdfc0a-9dfc-441e-a2ff-09f181638519,2024-12-25,2025-02-13,2025-02-21,5405.5146,0.12,4756.8528,ch_2e5585152d434077a7532626,RHe05304b8,ETIf5e7a6fe5d,31-D,ETV2bba8bf23b,15-D,2025-05-06 00:00:00,2025-12-01 00:00:00,RV46579e35
5dff46a5-c024-4fc0-9023-359c20649a18,dac23d62-4fda-41ca-ac24-c3b4a4a219b9,41cfb03f-db96-4b73-9865-2903d0764867,2025-05-07,2025-11-27,2025-12-08,693.4008,0.15,589.3907,ch_075f5c4bab2b43639c3dc11d,RHaacb86b5,ETI985dac42e8,18-E,ETV5e25fe7b23,24-E,2025-05-28 00:00:00,2026-03-23 00:00:00,RV095dbd7b
03dbb3ee-b253-40b5-bb5b-612792457e8d,c8fa93a6-17e7-41e9-9bd9-7f772d006833,f9c93dc7-1d86-4cf5-8540-863be7160655,2025-09-18,2026-10-23,2026-11-01,5297.484,0.15,4502.8614,ch_9298834397ec40f895e3d4c8,RH465ca327,ETI1dade197c1,3-E,ETVf54563e1a1,21-D,2026-08-14 00:00:00,2025-11-22 00:00:00,RV10a45f36
f2d98fc3-131e-487f-85a6-edb072fb8bec,283af577-1c28-4b45-b163-9c6f249fce62,baa1f373-26c9-4db2-a3a9-3877aa1f4824,2025-07-01,2025-07-26,2025-07-30,4366.8122,0,4366.8122,ch_69b1416cb2ac4b6eb5838b4e,RH3241303d,ETI4a7477be08,27-F,ETV8bba5efddb,26-D,2025-09-02 00:00:00,2026-07-12 00:00:00,RVfebf38ab
2a076162-a42a-48f0-8abd-4bea46696b1d,6a5be1fc-7ab9-49e6-b02e-43aa597a4d94,f3aa7368-cb08-4277-bb0c-69b0cdd6f0b7,2025-04-16,2026-02-20,2026-03-01,1219.8606,0.18,1000.2857,ch_9cc2c6db0538460db7f48713,RHec8231d2,ETI0b391fa8b6,31-D,ETVfc7cc8f0a3,11-E,2025-09-18 00:00:00,2026-05-22 00:00:00,RV19f01036
5301ac11-7ade-4db0-ba16-bde85680ae77,edba238b-1f26-4570-b0d4-b208511fec1d,67320706-e9be-457d-9f3a-2c961080edb7,2025-05-30,2025-07-27,2025-08-03,2268.8985,0.18,1860.4968,ch_1ce7b8e0fda640fb9511647d,RH147e65be,ETIbfc0fff81c,31-F,ETV110eb7a2fe,34-A,2025-09-17 00:00:00,2025-10-19 00:00:00,RVa5e22235
55a6adb6-9ad7-4f7e-b83a-0f4b869c0c0c,3b99f877-3a9b-40f0-9fe0-1678f5e3f329,e3af6a15-52ce-469b-9a47-39974b63e994,2024-06-30,2025-07-06,2025-07-17,2150.6258,0.2,1720.5006,ch_600ae7ece5e74511aca3174a,RH89f47d5e,ETIe8a1ecf88c,3-C,ETVe1b195b594,36-D,2024-07-27 00:00:00,2025-06-25 00:00:00,RV2c687502
d4a435d0-bdb9-4f05-9b95-2c082f043f32,c1c6f50e-c13c-443d-8f84-93d2d68e2b88,8cd5e2fd-2072-4357-90fd-75d8a6d44853,2025-02-24,2025-07-12,2025-07-20,4448.8925,0.18,3648.0919,ch_95e28369d86a43dbbebc113d,RH71e4b83e,ETIb1c463f99a,9-B,ETVe30b985996,8-E,2025-09-04 00:00:00,2025-05-30 00:00:00,RV2980edf5
67a2135f-f270-40ac-bd28-e50b4207dde5,edba238b-1f26-4570-b0d4-b208511fec1d,12e7e53b-93a0-4cfa-9d86-cd95e044b28b,2024-02-01,2024-09-09,2024-09-20,2570.8652,0.05,2442.3219,ch_9ddc85a1a4fc4587a1de03e0,RH81d9cd49,ETIcea8d13131,5-D,ETV2aa516d795,35-F,2024-11-20 00:00:00,2024-04-22 00:00:00,RV0655e965
811cf489-8f15-4731-9711-f13be1292fe3,231c6a64-cbbb-4bba-9f54-20a0382e6361,5ada4a10-e587-488b-88cc-77c528cfff4a,2024-06-22,2024-09-09,2024-09-14,1237.4878,0,1237.4878,ch_eda804a0b3ff4c0cad1c1178,RH4f916f4e,ETI6e06740097,34-B,ETVd9ba27a3ea,32-C,2025-05-17 00:00:00,2025-07-14 00:00:00,RV9f35d02e
83c66b73-3728-4654-9477-1211b61e99f4,e1b0ce65-c3d2-43d0-88da-832c3558d301,abb66fe6-d806-42d1-80ad-7e56f9aa6d47,2024-10-21,2025-10-23,2025-11-06,2210.4811,0.05,2099.957,ch_3c50295b57ed4b4fae22b025,RH1af50de4,ETIf5e8df7c38,27-C,ETV936a803f24,11-C,2025-09-17 00:00:00,2025-07-15 00:00:00,RV9cbca6ec
7066e3ce-eed4-479d-b7a6-f68ab6d0136d,aad3bf3d-5d25-4587-ad4e-2febbd73d5c1,e8c7ba6d-025e-44e4-ad3b-d1be3a3aa04c,2024-12-05,2025-09-04,2025-09-17,1124.1088,0.2,899.287,ch_7d6b6b5849be4fff99409dff,RHdfba3471,ETI6a806c3504,36-C,ETV2d5c984ca9,16-D,2025-06-10 00:00:00,2025-07-03 00:00:00,RV5a411dae
f9f9df2b-c611-4992-9f09-61ba89b7eeee,909c6a82-1ca1-41eb-897c-7c2fc6b9c898,39fc877e-2756-435d-9d34-daf5305e0811,2025-04-27,2026-01-14,2026-01-20,5798.422,0.2,4638.7376,ch_36f8e355f80c426b802f70b4,RH77e66ecd,ETIe85d072383,7-F,ETV5821b41cd3,10-B,2025-05-09 00:00:00,2026-03-02 00:00:00,RV45b71dcf
6dc37ca0-198f-48ff-94cb-80079f612602,9952d700-0118-4a17-aed1-b97b7effb2e6,e8200302-3ba6-48f7-8ee6-6771709f47af,2025-09-01,2026-07-23,2026-08-05,5891.8722,0.25,4418.9042,ch_3eada238e68c45f0a589784c,RH0352d6f1,ETI4fe1de94ce,7-F,ETV8982868584,14-E,2026-08-06 00:00:00,2026-07-17 00:00:00,RV52d1adae
e963debe-48ef-439e-b6b5-ac5822a5736d,e1b0ce65-c3d2-43d0-88da-832c3558d301,03a15c95-a61d-4e30-9430-679cb502122a,2025-06-09,2025-08-05,2025-08-11,4224.6965,0.3,2957.2876,ch_f974417ce5954de19951ea62,RH9266b475,ETI9d03c99222,11-D,ETVdc06251f45,6-A,2025-06-24 00:00:00,2025-08-18 00:00:00,RVab5eb9b0
f6284320-00ab-434e-9ad2-17f28f04c974,503856a6-732b-4596-92a6-e6961ee097ca,5943c8b6-0bbe-4f94-bfca-4762b0c7b3fd,2026-07-02,2027-01-04,2027-01-17,3040.0175,0.05,2888.0166,ch_91f14d1c9a114a3eb75c2d34,RH443d4a44,ETI9f7f21d3e7,29-C,ETV6123b73876,38-F,2026-11-18 00:00:00,2027-06-19 00:00:00,RV1715c213
8737a04e-b933-4593-976c-047bda947f10,9597f9e9-3950-485b-9940-8fda2bbacf0d,31ec0f02-1e7f-41fa-9fc7-c7c73aa5fd55,2025-05-13,2026-06-15,2026-06-20,5559.5712,0.25,4169.6784,ch_0804c765387d4c998b60eada,RH96af90b4,ETI3e08038ef2,36-A,ETVd1b88428c5,33-B,2025-06-05 00:00:00,2026-04-18 00:00:00,RV92fd95d6
2ad487b9-3c1a-4e12-81ae-65c61dd70d8c,91d003ec-aff1-496c-a857-bf4e5626445d,d13bf0aa-e688-414e-aafc-109dc6132c23,2026-05-19,2026-08-13,2026-08-23,2630.7378,0.12,2315.0493,ch_6a2bd5e5ad154188bc90aebe,RH23944df9,ETI4a1928ff8b,29-F,ETV7bb58d5ca5,26-C,2026-06-08 00:00:00,2027-03-26 00:00:00,RV58191df6
cdd13dff-e997-4624-9a05-b361639f0f7a,231c6a64-cbbb-4bba-9f54-20a0382e6361,29a45419-a067-4f3b-b532-4f1f63e01bf3,2024-05-17,2024-12-02,2024-12-06,5345.5249,0.3,3741.8674,ch_f587bda409ce456abf3d05a4,RH6127bd5b,ETI82a9fe053a,4-D,ETV777885c3bb,6-F,2025-03-24 00:00:00,2024-12-21 00:00:00,RV7433a12c
a5b05d2e-501f-4303-8693-6ec4e77a1417,6a5be1fc-7ab9-49e6-b02e-43aa597a4d94,a77b3a6a-1058-47d6-a638-2c7d271575bb,2024-12-08,2025-04-07,2025-04-17,5278.4734,0,5278.4734,ch_73640eeed7d24d43b0fb67d3,RHb425f152,ETI85e89d7a7b,31-E,ETVcd2b403902,7-C,2025-09-03 00:00:00,2025-08-27 00:00:00,RVb3ea1988
edb9065e-966c-418e-8f00-7e0b379cd9eb,3f9fb3a7-7810-4d49-a392-76dfaebd1b5a,e4688c94-9afd-4b47-b262-5954c2eaecfd,2025-07-18,2026-06-14,2026-06-22,2994.2689,0.1,2694.842,ch_fde0e7130891446981fcc0a0,RH1c747069,ETI5593e7fb6c,15-E,ETVf551751f3a,24-B,2025-12-29 00:00:00,2026-06-05 00:00:00,RV551cc8b7
fc29a647-db52-4c8f-88b6-8b7dd4e7f17b,d29e9762-801f-4cb8-85cb-871590d8c2ab,108b783a-bf82-480f-a151-e2302ecafed6,2026-05-01,2026-07-14,2026-07-23,692.4105,0.05,657.79,ch_7d9b441d92fb4702b460ad58,RH26fd5651,ETI565cec2769,31-D,ETVbca7bb60f0,37-D,2027-02-19 00:00:00,2026-06-28 00:00:00,RV64c3b06e
c2c72cbd-69b5-4b56-ad1d-f75c33b8bc28,e1b0ce65-c3d2-43d0-88da-832c3558d301,96a9669b-0030-45dd-bd4a-06309c42f0c2,2024-09-28,2025-06-02,2025-06-07,4942.4907,0.15,4201.1171,ch_0ea5ba2bb6704913b2ab209e,RH458fb21c,ETIa84c00a689,10-C,ETV6528f8c5ee,7-B,2025-09-10 00:00:00,2024-11-07 00:00:00,RV969419f7
8023119e-208a-4033-b80a-5314ea3d1a11,edba238b-1f26-4570-b0d4-b208511fec1d,1dde21fe-cbb0-41f2-a6c3-e2d515158b8e,2026-04-22,2027-03-29,2027-04-02,3643.0211,0.12,3205.8586,ch_bed3c70e642e4340b52dafb3,RHdd718025,ETIc4f66886d2,1-A,ETV7044bf2b75,26-E,2027-04-25 00:00:00,2027-05-24 00:00:00,RVe196da5e
f6cfb003-4f2c-4be8-ab44-237b11f273a9,91d003ec-aff1-496c-a857-bf4e5626445d,91c0ecde-a93e-486b-9ef5-c6c504e4215c,2025-09-08,2026-05-18,2026-05-31,4235.4054,0.22,3303.6162,ch_2e05dd830bf64ae8b9bcd49e,RH351b1c17,ETI1bacb3ec63,36-C,ETV964146f64b,22-A,2026-09-04 00:00:00,2025-09-21 00:00:00,RV2cbdeec8
bf419e6a-3677-408f-b190-8921e7a02a75,4863ed92-234d-4c0e-b7f6-32902ff221ce,7329e7de-2628-4ff7-8ef1-69dd7ca38883,2024-09-04,2024-12-30,2025-01-08,5079.945,0.15,4317.9532,ch_6d4ac03307ad4ce4a293d5a6,RHa67ebc18,ETI90c6aa6acd,18-B,ETV762783ffb5,1-D,2025-03-14 00:00:00,2025-06-02 00:00:00,RV80d2779c
f977a989-49d0-42a8-a3ef-aeae1ac1588a,3b99f877-3a9b-40f0-9fe0-1678f5e3f329,a46d6ac0-2556-487b-86d9-b9db5f424f7c,2024-12-15,2025-01-31,2025-02-03,2037.1641,0.2,1629.7313,ch_89b39a432d5941639dda2765,RH04be8f2a,ETI3fd3d082e4,15-F,ETV0ed7f16fd6,24-D,2026-01-17 00:00:00,2025-03-10 00:00:00,RVe0628db7
a6a51f1c-d998-4143-8814-f42ec1faf10a,b1732721-cc42-466f-bc06-f7ba347c04f7,19a61d1c-4026-4de8-88a9-10609e82a0ea,2024-08-25,2025-01-20,2025-01-25,4531.612,0.22,3534.6574,ch_8a6b3545e5d14244a41ad7ad,RH7c188120,ETIfbdf90c5ea,23-C,ETV7dbc72328b,25-E,2024-11-09 00:00:00,2025-10-08 00:00:00,RV8195eaf8
e8a72a0e-613c-4c49-a106-dc161cb85908,6a5be1fc-7ab9-49e6-b02e-43aa597a4d94,78731426-c8bc-4942-909d-a08c440af024,2024-05-02,2024-11-24,2024-12-01,3151.4423,0.22,2458.125,ch_b2b56063093c4cc4b1c8f364,RHc22f636d,ETI38914f03a6,15-F,ETVc53091418e,24-F,2024-11-11 00:00:00,2024-12-20 00:00:00,RV85491b6c
398c0f52-7f0d-41b9-8ba6-d39b75cbeb5e,d00b0312-e73c-4625-870d-fd9263dc7d00,95541d65-66de-47c8-a8d1-9b609d88f3f2,2024-10-11,2025-04-13,2025-04-21,4673.7467,0.15,3972.6847,ch_4cbdd1e14ae4405fbe061783,RH72d1caa4,ETIe913c841ce,7-D,ETVcdeb59be52,19-A,2025-06-06 00:00:00,2025-01-08 00:00:00,RV20c24ee5
b857ef13-47f3-4bed-9938-04b645720100,503856a6-732b-4596-92a6-e6961ee097ca,7b44c71b-f717-4d8f-adef-cb43d8219bba,2024-12-18,2025-04-22,2025-05-05,1365.5632,0.18,1119.7618,ch_ce9e15e51ba14147b095a0d8,RHa72d8f45,ETIa9d2b84c81,32-B,ETVacf774134f,8-F,2025-07-12 00:00:00,2025-07-16 00:00:00,RVf2aee67a
91066fed-1819-4a77-a9a2-19a59d382741,1914289b-1a28-433b-b472-d22b06f18841,c1d433cd-4f0c-496a-88d3-dcf4fefb50b8,2025-04-20,2026-01-08,2026-01-17,5886.2356,0.3,4120.3649,ch_4034c08cc5f7439abab9b7ba,RHded795da,ETIc95c076dcf,40-B,ETV06b287abaa,26-E,2025-10-06 00:00:00,2026-01-05 00:00:00,RVef990596
5df0d37d-2cc7-496f-b8bd-019ab5e465f3,c8fa93a6-17e7-41e9-9bd9-7f772d006833,c9ab9c9a-7464-4409-8847-7f726da36f93,2024-08-26,2025-02-04,2025-02-14,4198.3539,0.05,3988.4362,ch_ad1bb61967a14f66abcbddb0,RH19081af4,ETI39f575bddd,31-C,ETVbe59f6e880,26-B,2025-04-13 00:00:00,2024-09-30 00:00:00,RVe0c0fb2a
0b24d516-b8ce-42e3-9170-4bda4d341416,231c6a64-cbbb-4bba-9f54-20a0382e6361,d4e3ff99-8331-4ad3-acba-2f0076c34b96,2025-08-12,2026-09-11,2026-09-13,2617.0662,0.15,2224.5063,ch_e938c4dba4a947d5bbf1a3dd,RH16fc7f7e,ETI6abd1f492b,13-F,ETVc8bea7bc63,21-B,2025-10-18 00:00:00,2025-11-23 00:00:00,RV5c1b582f
1b4400bc-92e7-4599-94f0-efc484f5eb24,8891cb40-57dd-41aa-b8bc-e83f2d67dc81,e7e37b04-917a-4bb8-88fa-a3e6c2c974dd,2026-03-27,2027-03-20,2027-03-27,461.0964,0,461.0964,ch_09226d6bc9b3425cab4b1583,RH054f529f,ETI9a6fecb33b,1-D,ETVe00131f121,35-A,2026-06-11 00:00:00,2026-06-05 00:00:00,RVfa72cb37
197b6435-df89-484f-9a51-01f8f6b8fa24,8886f50e-f3a6-4a82-a138-a8f48a9563ca,c56c9b84-c83d-4cec-8781-488d97af483d,2026-04-21,2027-02-25,2027-03-08,5629.1888,0.12,4953.6861,ch_9703e557981c4b8d9e0950d4,RH057d9c48,ETI8d716f0c03,6-F,ETVe29c7ebfd8,30-B,2026-05-01 00:00:00,2027-01-23 00:00:00,RV87b473c7
44112400-67c5-4ab2-b044-ace043582371,dac23d62-4fda-41ca-ac24-c3b4a4a219b9,d0cc9215-6553-4aa7-beb9-108d88378e4f,2026-07-07,2027-05-22,2027-05-30,680.6387,0.1,612.5748,ch_ba0cb307b4df4ba5b1478b65,RH6a3c1d4d,ETI15bd7d96b0,15-B,ETVbab690e26c,27-D,2027-03-17 00:00:00,2026-07-18 00:00:00,RV1a7903bb
7e7ba4c1-95eb-4343-89f3-d45f7156d778,e1b0ce65-c3d2-43d0-88da-832c3558d301,05893f1c-5226-4d51-8985-1bb82478cb22,2025-03-22,2025-07-08,2025-07-16,5863.575,0,5863.575,ch_4f1e36c78ef64a0fb8097869,RH0291e3c8,ETIb395da9cac,40-C,ETVdad87afb6f,2-E,2025-09-25 00:00:00,2026-03-28 00:00:00,RVa783115b
d8d99ab0-f316-4430-8299-f83394b157cb,439c2fb3-8f3e-48e2-985f-5bb899abdac7,c07ba4d0-6c01-4b5b-bab7-5b3bf2d2aa24,2025-01-11,2025-07-03,2025-07-15,2887.2999,0.1,2598.5699,ch_b4d242d5c9d34957af111c66,RHfb7661e4,ETI694c1b0734,39-E,ETV38c2021636,6-C,2025-03-14 00:00:00,2026-01-22 00:00:00,RV6a0d8236
7746ea33-f4d8-4a8a-aaa5-107b129cb34e,9597f9e9-3950-485b-9940-8fda2bbacf0d,8d7cf602-e7b6-4576-965d-0d43fb04f5f1,2024-04-15,2024-09-02,2024-09-04,4246.399,0.3,2972.4793,ch_87686c8d6966488082852594,RH3025c7b1,ETI9eaca8c0ec,9-D,ETV3660d46bc7,14-E,2025-03-28 00:00:00,2024-10-06 00:00:00,RV92d9c558
b984fb6c-688f-471a-b7ee-b54c9b1ce935,ab8e17e2-3772-4d92-b63c-891e829b7c04,b8b48cbf-3492-4441-8fac-ee7011b86f51,2024-07-25,2025-02-26,2025-03-08,3152.1098,0.25,2364.0824,ch_bb2b06b6ef0d4549b7cd53dc,RHdb299ba4,ETI2d6125f006,7-F,ETV4e38a23ee4,31-A,2025-04-21 00:00:00,2025-03-22 00:00:00,RVcc4e493e
b3845dc0-cfee-4884-8297-ec04f850eb64,71d145b3-ff4f-4cdb-bc31-5e93d827153b,60fcd156-5834-4262-8198-23ddebb5e00f,2025-04-26,2025-07-27,2025-08-05,3422.3158,0.1,3080.0842,ch_8691967ca7214ec4a045571d,RH74675745,ETI8b97bc1dae,27-C,ETV40cc475581,25-A,2026-02-19 00:00:00,2026-01-20 00:00:00,RVd792bfaf
a132d3f0-9c13-4e16-912c-2aa769203cd1,1b996146-6686-4b52-a411-ff8a9a4dc8a3,bb81cfe3-cec8-4ec6-a31a-642f05ddc545,2024-12-09,2025-04-08,2025-04-17,1716.2797,0.22,1338.6982,ch_ac2567b777e8437285066b51,RH2acc129d,ETI01cbc87d15,27-A,ETV2752512222,29-F,2024-12-22 00:00:00,2025-09-28 00:00:00,RV63b2b036
caa71f5f-a492-4e6e-957e-a4e2c070f922,cab7f4d8-a523-404a-a094-10f092408f45,f02366f3-b19b-4596-a9c8-3f46cc1d675f,2025-02-18,2026-03-17,2026-03-31,2842.651,0.2,2274.1208,ch_e84084eab1d64ad7aea0876e,RH4760b606,ETI6dd7fe3074,16-C,ETV007f880efc,31-D,2025-05-11 00:00:00,2025-06-25 00:00:00,RV18f83d85
b4fef74f-962e-4b57-bab8-c32ed73d8061,8886f50e-f3a6-4a82-a138-a8f48a9563ca,c2ee9d28-e664-4456-b6e5-7eba91434083,2025-03-27,2025-08-20,2025-08-27,4023.7733,0.3,2816.6413,ch_958fe3e66fc34d3ca75bd5ee,RH2335fac7,ETI1507b66a59,10-E,ETV13c0171fe3,6-B,2025-09-06 00:00:00,2025-12-28 00:00:00,RV1d1a0653
6eba1484-e683-40e7-8ddb-9588e1adba83,aad3bf3d-5d25-4587-ad4e-2febbd73d5c1,f6a6039c-f8ee-457f-83f2-b5b0e1c78f9b,2025-10-08,2026-09-18,2026-09-21,5693.3243,0.1,5123.9919,ch_ab9f35b26d2c4b2190c2ea09,RH5c24482a,ETI697d22c95b,22-A,ETV205e14f89e,22-E,2026-01-08 00:00:00,2026-11-15 00:00:00,RVa6073a35
efc0a852-8ba6-40d8-b286-b057501b2083,3f9fb3a7-7810-4d49-a392-76dfaebd1b5a,4c036e63-fa65-4645-a5c1-1390915dfa43,2026-07-10,2027-03-07,2027-03-15,4163.35,0.2,3330.68,ch_50d562db44ee4c879c06dfe7,RH3f346513,ETI964f52eea1,32-B,ETV349aa5e6a0,11-D,2026-08-13 00:00:00,2027-08-27 00:00:00,RVdf2924ff
e6b22f95-ad3f-4914-a563-4326458ef8af,503856a6-732b-4596-92a6-e6961ee097ca,9ae4bfbb-bbc4-4a76-9c9b-96e6d9adc579,2026-04-01,2027-05-02,2027-05-09,5359.7026,0.25,4019.7769,ch_d3dc4c6c7da043bd9e90bd6a,RHa6dfc164,ETIf512165c0b,13-F,ETV761674fffd,21-B,2027-01-01 00:00:00,2027-01-14 00:00:00,RV13e25ef4
923ce23a-709e-4ff0-89fe-f9e91ea51518,a91cdf43-6b96-4404-9fdf-769ef562cb1c,8ace33d9-2316-4f5f-8671-6d43036c4ba1,2025-12-30,2026-10-31,2026-11-11,2774.0378,0.3,1941.8265,ch_c2addf2306c84cb5bd99cd88,RH371ab368,ETIbca3f4e3fa,32-F,ETVb1d5df7cbd,37-B,2026-11-11 00:00:00,2026-08-23 00:00:00,RV22070652
4aa49a48-5905-4306-87f3-2e19d7a01e3d,ca2e76bd-5911-478d-b7ba-022ba9a01b8a,91d360bc-bd7e-414c-afcd-22ee98c9fcb5,2024-02-03,2024-06-07,2024-06-16,5458.216,0.18,4475.7371,ch_362ec159449e42539a61ece0,RHd2844c97,ETI513184583f,36-F,ETV4f44dcbf98,13-A,2024-03-06 00:00:00,2024-03-16 00:00:00,RV6b717d26
8c609199-a7ce-450d-a71a-7c8426e281b3,99e6b4f3-c583-40e3-96d3-5f712f4c4fdd,e294c8f1-33d6-46d5-8fa3-d565c652bea9,2024-05-17,2024-09-19,2024-09-28,5282.6921,0.3,3697.8845,ch_a99a22504a5a42db953eb460,RHf870e693,ETIaca6d383e7,15-F,ETV7be9a165bc,7-E,2024-12-30 00:00:00,2025-04-23 00:00:00,RVfd4e165f
108c8fca-b6eb-425b-a378-fec2a47c5d0b,909c6a82-1ca1-41eb-897c-7c2fc6b9c898,cedea860-8313-4991-82e2-72454e5abac7,2025-10-11,2026-03-07,2026-03-19,2227.4522,0.12,1960.1579,ch_02c7e12447e245918b68dc78,RH2b8dd1e0,ETI961e2c8d17,11-C,ETV42f54fe5ff,36-C,2026-10-23 00:00:00,2026-06-03 00:00:00,RV64bd073a
